probe_number,checkerboard_number,timestamps
23,11,13380.0
23,11,13390.0
23,11,13400.0
23,11,13410.0
23,11,13420.0
23,11,13430.0
23,11,13440.0
23,11,13450.0
23,11,13460.0
23,11,13470.0
23,11,13480.0
23,11,13490.0
30,11,13300.0
30,11,13310.0
30,11,13320.0
30,11,13330.0
30,11,13340.0
30,11,13350.0
30,11,13360.0
30,11,13370.0
30,11,13380.0
30,11,13390.0
30,11,13400.0
30,11,13410.0
30,11,13420.0
30,11,13430.0
30,11,13440.0
30,11,13450.0
30,11,13460.0
30,11,13470.0
30,11,13480.0
30,11,13490.0
31,11,13300.0
31,11,13310.0
31,11,13320.0
31,11,13330.0
31,11,13340.0
31,11,13350.0
31,11,13360.0
31,11,13370.0
31,11,13380.0
31,11,13390.0
31,11,13400.0
31,11,13410.0
31,11,13420.0
31,11,13430.0
31,11,13440.0
31,11,13450.0
31,11,13460.0
31,11,13470.0
31,11,13480.0
31,11,13490.0
33,11,13300.0
33,11,13310.0
33,11,13320.0
33,11,13330.0
33,11,13340.0
33,11,13350.0
33,11,13360.0
33,11,13370.0
33,11,13380.0
33,11,13390.0
33,11,13400.0
33,11,13410.0
33,11,13420.0
33,11,13430.0
33,11,13440.0
33,11,13450.0
33,11,13460.0
33,11,13470.0
33,11,13480.0
33,11,13490.0
34,11,13300.0
34,11,13310.0
34,11,13320.0
34,11,13330.0
34,11,13340.0
34,11,13350.0
34,11,13360.0
34,11,13370.0
34,11,13380.0
34,11,13390.0
34,11,13400.0
34,11,13410.0
34,11,13420.0
34,11,13430.0
34,11,13440.0
34,11,13450.0
34,11,13460.0
34,11,13470.0
34,11,13480.0
34,11,13490.0
43,11,13300.0
43,11,13310.0
43,11,13320.0
43,11,13330.0
43,11,13340.0
43,11,13350.0
43,11,13360.0
43,11,13370.0
43,11,13380.0
43,11,13390.0
43,11,13400.0
43,11,13410.0
43,11,13420.0
43,11,13430.0
43,11,13440.0
43,11,13450.0
43,11,13460.0
43,11,13470.0
43,11,13480.0
43,11,13490.0
44,11,13300.0
44,11,13310.0
44,11,13320.0
44,11,13330.0
44,11,13340.0
44,11,13350.0
44,11,13360.0
44,11,13370.0
44,11,13380.0
44,11,13390.0
44,11,13400.0
44,11,13410.0
44,11,13420.0
44,11,13430.0
44,11,13440.0
44,11,13450.0
44,11,13460.0
44,11,13470.0
44,11,13480.0
44,11,13490.0
51,11,13300.0
51,11,13310.0
51,11,13320.0
51,11,13330.0
51,11,13340.0
51,11,13350.0
51,11,13360.0
51,11,13370.0
51,11,13380.0
51,11,13390.0
51,11,13400.0
51,11,13410.0
51,11,13420.0
51,11,13430.0
51,11,13440.0
51,11,13450.0
51,11,13460.0
51,11,13470.0
51,11,13480.0
51,11,13490.0
53,11,13300.0
53,11,13310.0
53,11,13320.0
53,11,13330.0
53,11,13340.0
53,11,13350.0
53,11,13360.0
53,11,13370.0
53,11,13380.0
53,11,13390.0
53,11,13400.0
53,11,13410.0
53,11,13420.0
53,11,13430.0
53,11,13440.0
53,11,13450.0
53,11,13460.0
53,11,13470.0
53,11,13480.0
53,11,13490.0
54,11,13300.0
54,11,13310.0
54,11,13320.0
54,11,13330.0
54,11,13340.0
54,11,13350.0
54,11,13360.0
54,11,13370.0
54,11,13380.0
54,11,13390.0
54,11,13400.0
54,11,13410.0
54,11,13420.0
54,11,13430.0
54,11,13440.0
54,11,13450.0
54,11,13460.0
54,11,13470.0
54,11,13480.0
54,11,13490.0
55,11,13300.0
55,11,13310.0
55,11,13320.0
55,11,13330.0
55,11,13340.0
55,11,13350.0
55,11,13360.0
55,11,13370.0
55,11,13380.0
55,11,13390.0
55,11,13400.0
55,11,13410.0
55,11,13420.0
55,11,13430.0
55,11,13440.0
55,11,13450.0
55,11,13460.0
55,11,13470.0
55,11,13480.0
55,11,13490.0
56,11,13300.0
56,11,13310.0
56,11,13320.0
56,11,13330.0
56,11,13340.0
56,11,13350.0
56,11,13360.0
56,11,13370.0
56,11,13380.0
56,11,13390.0
56,11,13400.0
56,11,13410.0
56,11,13420.0
56,11,13430.0
56,11,13440.0
56,11,13450.0
56,11,13460.0
56,11,13470.0
56,11,13480.0
56,11,13490.0
60,11,13300.0
60,11,13310.0
60,11,13320.0
60,11,13330.0
60,11,13340.0
60,11,13350.0
60,11,13360.0
60,11,13370.0
60,11,13380.0
60,11,13390.0
60,11,13400.0
60,11,13410.0
60,11,13420.0
60,11,13430.0
60,11,13440.0
60,11,13450.0
60,11,13460.0
60,11,13470.0
60,11,13480.0
60,11,13490.0
64,11,13300.0
64,11,13310.0
64,11,13320.0
64,11,13330.0
64,11,13340.0
64,11,13350.0
64,11,13360.0
64,11,13370.0
64,11,13380.0
64,11,13390.0
64,11,13400.0
64,11,13410.0
64,11,13420.0
64,11,13430.0
64,11,13440.0
64,11,13450.0
64,11,13460.0
64,11,13470.0
64,11,13480.0
64,11,13490.0
67,11,13300.0
67,11,13310.0
67,11,13320.0
67,11,13330.0
67,11,13340.0
67,11,13350.0
67,11,13360.0
67,11,13370.0
67,11,13380.0
67,11,13390.0
67,11,13400.0
67,11,13410.0
67,11,13420.0
67,11,13430.0
67,11,13440.0
67,11,13450.0
67,11,13460.0
67,11,13470.0
67,11,13480.0
67,11,13490.0
69,11,13300.0
69,11,13310.0
69,11,13320.0
69,11,13330.0
69,11,13340.0
69,11,13350.0
69,11,13360.0
69,11,13370.0
69,11,13380.0
69,11,13390.0
69,11,13400.0
69,11,13410.0
69,11,13420.0
69,11,13430.0
69,11,13440.0
69,11,13450.0
69,11,13460.0
69,11,13470.0
69,11,13480.0
69,11,13490.0
71,11,13300.0
71,11,13310.0
71,11,13320.0
71,11,13330.0
71,11,13340.0
71,11,13350.0
71,11,13360.0
71,11,13370.0
71,11,13380.0
71,11,13390.0
71,11,13400.0
71,11,13410.0
71,11,13420.0
71,11,13430.0
71,11,13440.0
71,11,13450.0
71,11,13460.0
71,11,13470.0
71,11,13480.0
71,11,13490.0
78,11,13300.0
78,11,13310.0
78,11,13320.0
78,11,13330.0
78,11,13340.0
78,11,13350.0
78,11,13360.0
78,11,13370.0
78,11,13380.0
78,11,13390.0
78,11,13400.0
78,11,13410.0
78,11,13420.0
78,11,13430.0
78,11,13440.0
78,11,13450.0
78,11,13460.0
78,11,13470.0
78,11,13480.0
78,11,13490.0
80,11,13300.0
80,11,13310.0
80,11,13320.0
80,11,13330.0
80,11,13340.0
80,11,13350.0
80,11,13360.0
80,11,13370.0
80,11,13380.0
80,11,13390.0
80,11,13400.0
80,11,13410.0
80,11,13420.0
80,11,13430.0
80,11,13440.0
80,11,13450.0
80,11,13460.0
80,11,13470.0
80,11,13480.0
80,11,13490.0
81,11,13300.0
81,11,13310.0
81,11,13320.0
81,11,13330.0
81,11,13340.0
81,11,13350.0
81,11,13360.0
81,11,13370.0
81,11,13380.0
81,11,13390.0
81,11,13400.0
81,11,13410.0
81,11,13420.0
81,11,13430.0
81,11,13440.0
81,11,13450.0
81,11,13460.0
81,11,13470.0
81,11,13480.0
81,11,13490.0
90,11,13300.0
90,11,13310.0
90,11,13320.0
90,11,13330.0
90,11,13340.0
90,11,13350.0
90,11,13360.0
90,11,13370.0
90,11,13380.0
90,11,13390.0
90,11,13400.0
90,11,13410.0
90,11,13420.0
90,11,13430.0
90,11,13440.0
90,11,13450.0
90,11,13460.0
90,11,13470.0
90,11,13480.0
90,11,13490.0
96,11,13300.0
96,11,13310.0
96,11,13320.0
96,11,13330.0
96,11,13340.0
96,11,13350.0
96,11,13360.0
96,11,13370.0
96,11,13380.0
96,11,13390.0
96,11,13400.0
96,11,13410.0
96,11,13420.0
96,11,13430.0
96,11,13440.0
96,11,13450.0
96,11,13460.0
96,11,13470.0
96,11,13480.0
96,11,13490.0
98,11,13300.0
98,11,13310.0
98,11,13320.0
98,11,13330.0
98,11,13340.0
98,11,13350.0
98,11,13360.0
98,11,13370.0
98,11,13380.0
98,11,13390.0
98,11,13400.0
98,11,13410.0
98,11,13420.0
98,11,13430.0
98,11,13440.0
98,11,13450.0
98,11,13460.0
98,11,13470.0
98,11,13480.0
98,11,13490.0
104,11,13300.0
104,11,13310.0
104,11,13320.0
104,11,13330.0
104,11,13340.0
104,11,13350.0
104,11,13360.0
104,11,13370.0
104,11,13380.0
104,11,13390.0
104,11,13400.0
104,11,13410.0
104,11,13420.0
104,11,13430.0
104,11,13440.0
104,11,13450.0
104,11,13460.0
104,11,13470.0
104,11,13480.0
104,11,13490.0
108,11,13300.0
108,11,13310.0
108,11,13320.0
108,11,13330.0
108,11,13340.0
108,11,13350.0
108,11,13360.0
108,11,13370.0
108,11,13380.0
108,11,13390.0
108,11,13400.0
108,11,13410.0
108,11,13420.0
108,11,13430.0
108,11,13440.0
108,11,13450.0
108,11,13460.0
108,11,13470.0
108,11,13480.0
108,11,13490.0
112,11,13300.0
112,11,13310.0
112,11,13320.0
112,11,13330.0
112,11,13340.0
112,11,13350.0
112,11,13360.0
112,11,13370.0
112,11,13380.0
112,11,13390.0
112,11,13400.0
112,11,13410.0
112,11,13420.0
112,11,13430.0
112,11,13440.0
112,11,13450.0
112,11,13460.0
112,11,13470.0
112,11,13480.0
112,11,13490.0
114,11,13300.0
114,11,13310.0
114,11,13320.0
114,11,13330.0
114,11,13340.0
114,11,13350.0
114,11,13360.0
114,11,13370.0
114,11,13380.0
114,11,13390.0
114,11,13400.0
114,11,13410.0
114,11,13420.0
114,11,13430.0
114,11,13440.0
114,11,13450.0
114,11,13460.0
114,11,13470.0
114,11,13480.0
114,11,13490.0
115,11,13300.0
115,11,13310.0
115,11,13320.0
115,11,13330.0
115,11,13340.0
115,11,13350.0
115,11,13360.0
115,11,13370.0
115,11,13380.0
115,11,13390.0
115,11,13400.0
115,11,13410.0
115,11,13420.0
115,11,13430.0
115,11,13440.0
115,11,13450.0
115,11,13460.0
115,11,13470.0
115,11,13480.0
115,11,13490.0
123,11,13300.0
123,11,13310.0
123,11,13320.0
123,11,13330.0
123,11,13340.0
123,11,13350.0
123,11,13360.0
123,11,13370.0
123,11,13380.0
123,11,13390.0
123,11,13400.0
123,11,13410.0
123,11,13420.0
123,11,13430.0
123,11,13440.0
123,11,13450.0
123,11,13460.0
123,11,13470.0
123,11,13480.0
123,11,13490.0
125,11,13300.0
125,11,13310.0
125,11,13320.0
125,11,13330.0
125,11,13340.0
125,11,13350.0
125,11,13360.0
125,11,13370.0
125,11,13380.0
125,11,13390.0
125,11,13400.0
125,11,13410.0
125,11,13420.0
125,11,13430.0
125,11,13440.0
125,11,13450.0
125,11,13460.0
125,11,13470.0
125,11,13480.0
125,11,13490.0
130,11,13300.0
130,11,13310.0
130,11,13320.0
130,11,13330.0
130,11,13340.0
130,11,13350.0
130,11,13360.0
130,11,13370.0
130,11,13380.0
130,11,13390.0
130,11,13400.0
130,11,13410.0
130,11,13420.0
130,11,13430.0
130,11,13440.0
130,11,13450.0
130,11,13460.0
130,11,13470.0
130,11,13480.0
130,11,13490.0
131,11,13300.0
131,11,13310.0
131,11,13320.0
131,11,13330.0
131,11,13340.0
131,11,13350.0
131,11,13360.0
131,11,13370.0
131,11,13380.0
131,11,13390.0
131,11,13400.0
131,11,13410.0
131,11,13420.0
131,11,13430.0
131,11,13440.0
131,11,13450.0
131,11,13460.0
131,11,13470.0
131,11,13480.0
131,11,13490.0
132,11,13300.0
132,11,13310.0
132,11,13320.0
132,11,13330.0
132,11,13340.0
132,11,13350.0
132,11,13360.0
132,11,13370.0
132,11,13380.0
132,11,13390.0
132,11,13400.0
132,11,13410.0
132,11,13420.0
132,11,13430.0
132,11,13440.0
132,11,13450.0
132,11,13460.0
132,11,13470.0
132,11,13480.0
132,11,13490.0
133,11,13300.0
133,11,13310.0
133,11,13320.0
133,11,13330.0
133,11,13340.0
133,11,13350.0
133,11,13360.0
133,11,13370.0
133,11,13380.0
133,11,13390.0
133,11,13400.0
133,11,13410.0
133,11,13420.0
133,11,13430.0
133,11,13440.0
133,11,13450.0
133,11,13460.0
133,11,13470.0
133,11,13480.0
133,11,13490.0
141,11,13300.0
141,11,13310.0
141,11,13320.0
141,11,13330.0
141,11,13340.0
141,11,13350.0
141,11,13360.0
141,11,13370.0
141,11,13380.0
141,11,13390.0
141,11,13400.0
141,11,13410.0
141,11,13420.0
141,11,13430.0
141,11,13440.0
141,11,13450.0
141,11,13460.0
141,11,13470.0
141,11,13480.0
141,11,13490.0
161,11,13300.0
161,11,13310.0
161,11,13320.0
161,11,13330.0
161,11,13340.0
161,11,13350.0
161,11,13360.0
161,11,13370.0
161,11,13380.0
161,11,13390.0
161,11,13400.0
161,11,13410.0
161,11,13420.0
161,11,13430.0
161,11,13440.0
161,11,13450.0
161,11,13460.0
161,11,13470.0
161,11,13480.0
161,11,13490.0
162,11,13300.0
162,11,13310.0
162,11,13320.0
162,11,13330.0
162,11,13340.0
162,11,13350.0
162,11,13360.0
162,11,13370.0
162,11,13380.0
162,11,13390.0
162,11,13400.0
162,11,13410.0
162,11,13420.0
162,11,13430.0
162,11,13440.0
162,11,13450.0
162,11,13460.0
162,11,13470.0
162,11,13480.0
162,11,13490.0
163,11,13300.0
163,11,13310.0
163,11,13320.0
163,11,13330.0
163,11,13340.0
163,11,13350.0
163,11,13360.0
163,11,13370.0
163,11,13380.0
163,11,13390.0
163,11,13400.0
163,11,13410.0
163,11,13420.0
163,11,13430.0
163,11,13440.0
163,11,13450.0
163,11,13460.0
163,11,13470.0
163,11,13480.0
163,11,13490.0
165,11,13300.0
165,11,13310.0
165,11,13320.0
165,11,13330.0
165,11,13340.0
165,11,13350.0
165,11,13360.0
165,11,13370.0
165,11,13380.0
165,11,13390.0
165,11,13400.0
165,11,13410.0
165,11,13420.0
165,11,13430.0
165,11,13440.0
165,11,13450.0
165,11,13460.0
165,11,13470.0
165,11,13480.0
165,11,13490.0
167,11,13300.0
167,11,13310.0
167,11,13320.0
167,11,13330.0
167,11,13340.0
167,11,13350.0
167,11,13360.0
167,11,13370.0
167,11,13380.0
167,11,13390.0
167,11,13400.0
167,11,13410.0
167,11,13420.0
167,11,13430.0
167,11,13440.0
167,11,13450.0
167,11,13460.0
167,11,13470.0
167,11,13480.0
167,11,13490.0
169,11,13300.0
169,11,13310.0
169,11,13320.0
169,11,13330.0
169,11,13340.0
169,11,13350.0
169,11,13360.0
169,11,13370.0
169,11,13380.0
169,11,13390.0
169,11,13400.0
169,11,13410.0
169,11,13420.0
169,11,13430.0
169,11,13440.0
169,11,13450.0
169,11,13460.0
169,11,13470.0
169,11,13480.0
169,11,13490.0
177,11,13300.0
177,11,13310.0
177,11,13320.0
177,11,13330.0
177,11,13340.0
177,11,13350.0
177,11,13360.0
177,11,13370.0
177,11,13380.0
177,11,13390.0
177,11,13400.0
177,11,13410.0
177,11,13420.0
177,11,13430.0
177,11,13440.0
177,11,13450.0
177,11,13460.0
177,11,13470.0
177,11,13480.0
177,11,13490.0
182,11,13300.0
182,11,13310.0
182,11,13320.0
182,11,13330.0
182,11,13340.0
182,11,13350.0
182,11,13360.0
182,11,13370.0
182,11,13380.0
182,11,13390.0
182,11,13400.0
182,11,13410.0
182,11,13420.0
182,11,13430.0
182,11,13440.0
182,11,13450.0
182,11,13460.0
182,11,13470.0
182,11,13480.0
182,11,13490.0
194,11,13300.0
194,11,13310.0
194,11,13320.0
194,11,13330.0
194,11,13340.0
194,11,13350.0
194,11,13360.0
194,11,13370.0
194,11,13380.0
194,11,13390.0
194,11,13400.0
194,11,13410.0
194,11,13420.0
194,11,13430.0
194,11,13440.0
194,11,13450.0
194,11,13460.0
194,11,13470.0
194,11,13480.0
194,11,13490.0
211,11,13300.0
211,11,13310.0
211,11,13320.0
211,11,13330.0
211,11,13340.0
211,11,13350.0
211,11,13360.0
211,11,13370.0
211,11,13380.0
211,11,13390.0
211,11,13400.0
211,11,13410.0
211,11,13420.0
211,11,13430.0
211,11,13440.0
211,11,13450.0
211,11,13460.0
211,11,13470.0
211,11,13480.0
211,11,13490.0
215,11,13300.0
215,11,13310.0
215,11,13320.0
215,11,13330.0
215,11,13340.0
215,11,13350.0
215,11,13360.0
215,11,13370.0
215,11,13380.0
215,11,13390.0
215,11,13400.0
215,11,13410.0
215,11,13420.0
215,11,13430.0
215,11,13440.0
215,11,13450.0
215,11,13460.0
215,11,13470.0
215,11,13480.0
215,11,13490.0
216,11,13300.0
216,11,13310.0
216,11,13320.0
216,11,13330.0
216,11,13340.0
216,11,13350.0
216,11,13360.0
216,11,13370.0
216,11,13380.0
216,11,13390.0
216,11,13400.0
216,11,13410.0
216,11,13420.0
216,11,13430.0
216,11,13440.0
216,11,13450.0
216,11,13460.0
216,11,13470.0
216,11,13480.0
216,11,13490.0
220,11,13300.0
220,11,13310.0
220,11,13320.0
220,11,13330.0
220,11,13340.0
220,11,13350.0
220,11,13360.0
220,11,13370.0
220,11,13380.0
220,11,13390.0
220,11,13400.0
220,11,13410.0
220,11,13420.0
220,11,13430.0
220,11,13440.0
220,11,13450.0
220,11,13460.0
220,11,13470.0
220,11,13480.0
220,11,13490.0
231,11,13300.0
231,11,13310.0
231,11,13320.0
231,11,13330.0
231,11,13340.0
231,11,13350.0
231,11,13360.0
231,11,13370.0
231,11,13380.0
231,11,13390.0
231,11,13400.0
231,11,13410.0
231,11,13420.0
231,11,13430.0
231,11,13440.0
231,11,13450.0
231,11,13460.0
231,11,13470.0
231,11,13480.0
231,11,13490.0
232,11,13300.0
232,11,13310.0
232,11,13320.0
232,11,13330.0
232,11,13340.0
232,11,13350.0
232,11,13360.0
232,11,13370.0
232,11,13380.0
232,11,13390.0
232,11,13400.0
232,11,13410.0
232,11,13420.0
232,11,13430.0
232,11,13440.0
232,11,13450.0
232,11,13460.0
232,11,13470.0
232,11,13480.0
232,11,13490.0
233,11,13300.0
233,11,13310.0
233,11,13320.0
233,11,13330.0
233,11,13340.0
233,11,13350.0
233,11,13360.0
233,11,13370.0
233,11,13380.0
233,11,13390.0
233,11,13400.0
233,11,13410.0
233,11,13420.0
233,11,13430.0
233,11,13440.0
233,11,13450.0
233,11,13460.0
233,11,13470.0
233,11,13480.0
233,11,13490.0
248,11,13300.0
248,11,13310.0
248,11,13320.0
248,11,13330.0
248,11,13340.0
248,11,13350.0
248,11,13360.0
248,11,13370.0
248,11,13380.0
248,11,13390.0
248,11,13400.0
248,11,13410.0
248,11,13420.0
248,11,13430.0
248,11,13440.0
248,11,13450.0
248,11,13460.0
248,11,13470.0
248,11,13480.0
248,11,13490.0
254,11,13300.0
254,11,13310.0
254,11,13320.0
254,11,13330.0
254,11,13340.0
254,11,13350.0
254,11,13360.0
254,11,13370.0
254,11,13380.0
254,11,13390.0
254,11,13400.0
254,11,13410.0
254,11,13420.0
254,11,13430.0
254,11,13440.0
254,11,13450.0
254,11,13460.0
254,11,13470.0
254,11,13480.0
254,11,13490.0
259,11,13300.0
259,11,13310.0
259,11,13320.0
259,11,13330.0
259,11,13340.0
259,11,13350.0
259,11,13360.0
259,11,13370.0
259,11,13380.0
259,11,13390.0
259,11,13400.0
259,11,13410.0
259,11,13420.0
259,11,13430.0
259,11,13440.0
259,11,13450.0
259,11,13460.0
259,11,13470.0
259,11,13480.0
259,11,13490.0
260,11,13300.0
260,11,13310.0
260,11,13320.0
260,11,13330.0
260,11,13340.0
260,11,13350.0
260,11,13360.0
260,11,13370.0
260,11,13380.0
260,11,13390.0
260,11,13400.0
260,11,13410.0
260,11,13420.0
260,11,13430.0
260,11,13440.0
260,11,13450.0
260,11,13460.0
260,11,13470.0
260,11,13480.0
260,11,13490.0
261,11,13300.0
261,11,13310.0
261,11,13320.0
261,11,13330.0
261,11,13340.0
261,11,13350.0
261,11,13360.0
261,11,13370.0
261,11,13380.0
261,11,13390.0
261,11,13400.0
261,11,13410.0
261,11,13420.0
261,11,13430.0
261,11,13440.0
261,11,13450.0
261,11,13460.0
261,11,13470.0
261,11,13480.0
261,11,13490.0
272,11,13300.0
272,11,13310.0
272,11,13320.0
272,11,13330.0
272,11,13340.0
272,11,13350.0
272,11,13360.0
272,11,13370.0
272,11,13380.0
272,11,13390.0
272,11,13400.0
272,11,13410.0
272,11,13420.0
272,11,13430.0
272,11,13440.0
272,11,13450.0
272,11,13460.0
272,11,13470.0
272,11,13480.0
272,11,13490.0
274,11,13300.0
274,11,13310.0
274,11,13320.0
274,11,13330.0
274,11,13340.0
274,11,13350.0
274,11,13360.0
274,11,13370.0
274,11,13380.0
274,11,13390.0
274,11,13400.0
274,11,13410.0
274,11,13420.0
274,11,13430.0
274,11,13440.0
274,11,13450.0
274,11,13460.0
274,11,13470.0
274,11,13480.0
274,11,13490.0
275,11,13300.0
275,11,13310.0
275,11,13320.0
275,11,13330.0
275,11,13340.0
275,11,13350.0
275,11,13360.0
275,11,13370.0
275,11,13380.0
275,11,13390.0
275,11,13400.0
275,11,13410.0
275,11,13420.0
275,11,13430.0
275,11,13440.0
275,11,13450.0
275,11,13460.0
275,11,13470.0
275,11,13480.0
275,11,13490.0
285,11,13300.0
285,11,13310.0
285,11,13320.0
285,11,13330.0
285,11,13340.0
285,11,13350.0
285,11,13360.0
285,11,13370.0
285,11,13380.0
285,11,13390.0
285,11,13400.0
285,11,13410.0
285,11,13420.0
285,11,13430.0
285,11,13440.0
285,11,13450.0
285,11,13460.0
285,11,13470.0
285,11,13480.0
285,11,13490.0
290,11,13300.0
290,11,13310.0
290,11,13320.0
290,11,13330.0
290,11,13340.0
290,11,13350.0
290,11,13360.0
290,11,13370.0
290,11,13380.0
290,11,13390.0
290,11,13400.0
290,11,13410.0
290,11,13420.0
290,11,13430.0
290,11,13440.0
290,11,13450.0
290,11,13460.0
290,11,13470.0
290,11,13480.0
290,11,13490.0
293,11,13300.0
293,11,13310.0
293,11,13320.0
293,11,13330.0
293,11,13340.0
293,11,13350.0
293,11,13360.0
293,11,13370.0
293,11,13380.0
293,11,13390.0
293,11,13400.0
293,11,13410.0
293,11,13420.0
293,11,13430.0
293,11,13440.0
293,11,13450.0
293,11,13460.0
293,11,13470.0
293,11,13480.0
293,11,13490.0
300,11,13300.0
300,11,13310.0
300,11,13320.0
300,11,13330.0
300,11,13340.0
300,11,13350.0
300,11,13360.0
300,11,13370.0
300,11,13380.0
300,11,13390.0
300,11,13400.0
300,11,13410.0
300,11,13420.0
300,11,13430.0
300,11,13440.0
300,11,13450.0
300,11,13460.0
300,11,13470.0
300,11,13480.0
300,11,13490.0
301,11,13300.0
301,11,13310.0
301,11,13320.0
301,11,13330.0
301,11,13340.0
301,11,13350.0
301,11,13360.0
301,11,13370.0
301,11,13380.0
301,11,13390.0
301,11,13400.0
301,11,13410.0
301,11,13420.0
301,11,13430.0
301,11,13440.0
301,11,13450.0
301,11,13460.0
301,11,13470.0
301,11,13480.0
301,11,13490.0
317,11,13300.0
317,11,13310.0
317,11,13320.0
317,11,13330.0
317,11,13340.0
317,11,13350.0
317,11,13360.0
317,11,13370.0
317,11,13380.0
317,11,13390.0
317,11,13400.0
317,11,13410.0
317,11,13420.0
317,11,13430.0
317,11,13440.0
317,11,13450.0
317,11,13460.0
317,11,13470.0
317,11,13480.0
317,11,13490.0
321,11,13300.0
321,11,13310.0
321,11,13320.0
321,11,13330.0
321,11,13340.0
321,11,13350.0
321,11,13360.0
321,11,13370.0
321,11,13380.0
321,11,13390.0
321,11,13400.0
321,11,13410.0
321,11,13420.0
321,11,13430.0
321,11,13440.0
321,11,13450.0
321,11,13460.0
321,11,13470.0
321,11,13480.0
321,11,13490.0
324,11,13300.0
324,11,13310.0
324,11,13320.0
324,11,13330.0
324,11,13340.0
324,11,13350.0
324,11,13360.0
324,11,13370.0
324,11,13380.0
324,11,13390.0
324,11,13400.0
324,11,13410.0
324,11,13420.0
324,11,13430.0
324,11,13440.0
324,11,13450.0
324,11,13460.0
324,11,13470.0
324,11,13480.0
324,11,13490.0
327,11,13300.0
327,11,13310.0
327,11,13320.0
327,11,13330.0
327,11,13340.0
327,11,13350.0
327,11,13360.0
327,11,13370.0
327,11,13380.0
327,11,13390.0
327,11,13400.0
327,11,13410.0
327,11,13420.0
327,11,13430.0
327,11,13440.0
327,11,13450.0
327,11,13460.0
327,11,13470.0
327,11,13480.0
327,11,13490.0
332,11,13300.0
332,11,13310.0
332,11,13320.0
332,11,13330.0
332,11,13340.0
332,11,13350.0
332,11,13360.0
332,11,13370.0
332,11,13380.0
332,11,13390.0
332,11,13400.0
332,11,13410.0
332,11,13420.0
332,11,13430.0
332,11,13440.0
332,11,13450.0
332,11,13460.0
332,11,13470.0
332,11,13480.0
332,11,13490.0
333,11,13300.0
333,11,13310.0
333,11,13320.0
333,11,13330.0
333,11,13340.0
333,11,13350.0
333,11,13360.0
333,11,13370.0
333,11,13380.0
333,11,13390.0
333,11,13400.0
333,11,13410.0
333,11,13420.0
333,11,13430.0
333,11,13440.0
333,11,13450.0
333,11,13460.0
333,11,13470.0
333,11,13480.0
333,11,13490.0
334,11,13300.0
334,11,13310.0
334,11,13320.0
334,11,13330.0
334,11,13340.0
334,11,13350.0
334,11,13360.0
334,11,13370.0
334,11,13380.0
334,11,13390.0
334,11,13400.0
334,11,13410.0
334,11,13420.0
334,11,13430.0
334,11,13440.0
334,11,13450.0
334,11,13460.0
334,11,13470.0
334,11,13480.0
334,11,13490.0
347,11,13300.0
347,11,13310.0
347,11,13320.0
347,11,13330.0
347,11,13340.0
347,11,13350.0
347,11,13360.0
347,11,13370.0
347,11,13380.0
347,11,13390.0
347,11,13400.0
347,11,13410.0
347,11,13420.0
347,11,13430.0
347,11,13440.0
347,11,13450.0
347,11,13460.0
347,11,13470.0
347,11,13480.0
347,11,13490.0
351,11,13300.0
351,11,13310.0
351,11,13320.0
351,11,13330.0
351,11,13340.0
351,11,13350.0
351,11,13360.0
351,11,13370.0
351,11,13380.0
351,11,13390.0
351,11,13400.0
351,11,13410.0
351,11,13420.0
351,11,13430.0
351,11,13440.0
351,11,13450.0
351,11,13460.0
351,11,13470.0
351,11,13480.0
351,11,13490.0
362,11,13300.0
362,11,13310.0
362,11,13320.0
362,11,13330.0
362,11,13340.0
362,11,13350.0
362,11,13360.0
362,11,13370.0
362,11,13380.0
362,11,13390.0
362,11,13400.0
362,11,13410.0
362,11,13420.0
362,11,13430.0
362,11,13440.0
362,11,13450.0
362,11,13460.0
362,11,13470.0
362,11,13480.0
362,11,13490.0
376,11,13300.0
376,11,13310.0
376,11,13320.0
376,11,13330.0
376,11,13340.0
376,11,13350.0
376,11,13360.0
376,11,13370.0
376,11,13380.0
376,11,13390.0
376,11,13400.0
376,11,13410.0
376,11,13420.0
376,11,13430.0
376,11,13440.0
376,11,13450.0
376,11,13460.0
376,11,13470.0
376,11,13480.0
376,11,13490.0
379,11,13300.0
379,11,13310.0
379,11,13320.0
379,11,13330.0
379,11,13340.0
379,11,13350.0
379,11,13360.0
379,11,13370.0
379,11,13380.0
379,11,13390.0
379,11,13400.0
379,11,13410.0
379,11,13420.0
379,11,13430.0
379,11,13440.0
379,11,13450.0
379,11,13460.0
379,11,13470.0
379,11,13480.0
379,11,13490.0
382,11,13300.0
382,11,13310.0
382,11,13320.0
382,11,13330.0
382,11,13340.0
382,11,13350.0
382,11,13360.0
382,11,13370.0
382,11,13380.0
382,11,13390.0
382,11,13400.0
382,11,13410.0
382,11,13420.0
382,11,13430.0
382,11,13440.0
382,11,13450.0
382,11,13460.0
382,11,13470.0
382,11,13480.0
382,11,13490.0
385,11,13300.0
385,11,13310.0
385,11,13320.0
385,11,13330.0
385,11,13340.0
385,11,13350.0
385,11,13360.0
385,11,13370.0
385,11,13380.0
385,11,13390.0
385,11,13400.0
385,11,13410.0
385,11,13420.0
385,11,13430.0
385,11,13440.0
385,11,13450.0
385,11,13460.0
385,11,13470.0
385,11,13480.0
385,11,13490.0
394,11,13300.0
